temp,pres,hum,accel,ts,run_id,floor,day_id,location
22.92,986.78,32.96,0.08,2021-01-01 00:00:51,4,9,1,buffalo
22.92,986.75,32.93,0.09999999,2021-01-01 00:00:52,4,9,1,buffalo
22.93,986.76,32.92,0.04,2021-01-01 00:00:53,4,9,1,buffalo
22.92,986.69,32.93,0.13,2021-01-01 00:00:53,4,9,1,buffalo
22.93,986.74,32.93,0.19,2021-01-01 00:00:54,4,9,1,buffalo
22.94,986.78,32.95,0.009999999,2021-01-01 00:00:54,4,9,1,buffalo
22.94,986.8,32.92,0.03,2021-01-01 00:00:55,4,9,1,buffalo
22.94,986.69,32.91,0.03,2021-01-01 00:00:56,4,9,1,buffalo
22.94,986.77,32.9,0.02,2021-01-01 00:00:56,4,9,1,buffalo
22.94,986.72,32.83,0.05,2021-01-01 00:00:57,4,9,1,buffalo
22.94,986.78,32.82,-0.04,2021-01-01 00:00:58,4,9,1,buffalo
22.95,986.71,32.81,0.07,2021-01-01 00:00:58,4,9,1,buffalo
22.95,986.71,32.81,0.79,2021-01-01 00:00:59,4,0,1,buffalo
22.95,986.57,32.79,0.74,2021-01-01 00:00:59,4,0,1,buffalo
22.96,986.53,32.8,-0.33,2021-01-01 00:01:00,4,0,1,buffalo
22.96,986.45,32.81,-0.8,2021-01-01 00:01:01,4,0,1,buffalo
22.97,986.41,32.84,-0.54,2021-01-01 00:01:01,4,0,1,buffalo
22.97,986.41,32.87,-0.22,2021-01-01 00:01:02,4,10,1,buffalo
22.97,986.35,32.91,-0.04,2021-01-01 00:01:02,4,10,1,buffalo
22.98,986.37,32.89,0.08,2021-01-01 00:01:03,4,10,1,buffalo
22.97,986.39,32.87,0.06,2021-01-01 00:01:04,4,10,1,buffalo
22.98,986.34,32.83,0.03,2021-01-01 00:01:04,4,10,1,buffalo
22.98,986.37,32.85,0.21,2021-01-01 00:01:05,4,10,1,buffalo
22.97,986.39,32.8,0.03,2021-01-01 00:01:05,4,10,1,buffalo
22.99,986.44,32.8,0.07,2021-01-01 00:01:06,4,10,1,buffalo
22.98,986.35,32.75,0.08,2021-01-01 00:01:07,4,10,1,buffalo
22.99,986.39,32.67,0.15,2021-01-01 00:01:07,4,10,1,buffalo
22.99,986.45,32.61,-0.18,2021-01-01 00:01:08,4,10,1,buffalo
22.99,986.38,32.55,0.0,2021-01-01 00:01:08,4,10,1,buffalo
22.99,986.42,32.54,0.15,2021-01-01 00:01:09,4,10,1,buffalo
22.99,986.36,32.53,0.05,2021-01-01 00:01:10,4,10,1,buffalo
22.99,986.39,32.53,0.16,2021-01-01 00:01:10,4,10,1,buffalo
23.0,986.43,32.56,-0.009999999,2021-01-01 00:01:11,4,10,1,buffalo
23.0,986.4,32.58,-0.02,2021-01-01 00:01:11,4,10,1,buffalo
23.0,986.43,32.58,0.08,2021-01-01 00:01:12,4,10,1,buffalo
22.99,986.39,32.53,0.11,2021-01-01 00:01:13,4,10,1,buffalo
23.01,986.44,32.37,0.06,2021-01-01 00:01:13,4,10,1,buffalo
23.01,986.41,32.29,0.07,2021-01-01 00:01:14,4,10,1,buffalo
23.01,986.44,32.23,0.13,2021-01-01 00:01:14,4,10,1,buffalo
23.02,986.47,32.21,0.11,2021-01-01 00:01:15,4,10,1,buffalo
23.01,986.45,32.14,0.09,2021-01-01 00:01:16,4,10,1,buffalo
23.01,986.42,32.08,0.03,2021-01-01 00:01:16,4,10,1,buffalo
23.02,986.43,32.07,0.04,2021-01-01 00:01:17,4,10,1,buffalo
23.02,986.4,32.05,0.0,2021-01-01 00:01:17,4,10,1,buffalo
23.03,986.39,32.05,0.06,2021-01-01 00:01:18,4,10,1,buffalo
23.02,986.38,32.05,0.22,2021-01-01 00:01:19,4,10,1,buffalo
23.02,986.41,32.06,0.03,2021-01-01 00:01:19,4,10,1,buffalo
23.01,986.37,32.05,0.13,2021-01-01 00:01:20,4,10,1,buffalo
23.03,986.36,32.04,0.2,2021-01-01 00:01:20,4,10,1,buffalo
23.03,986.34,32.05,0.47,2021-01-01 00:01:21,4,10,1,buffalo
23.03,986.45,32.04,-0.85,2021-01-01 00:01:22,4,10,1,buffalo
23.03,986.43,32.01,0.56,2021-01-01 00:01:22,4,10,1,buffalo
23.03,986.4,32.2,0.14,2021-01-01 00:01:23,4,10,1,buffalo
23.04,986.44,32.28,-0.14,2021-01-01 00:01:23,4,10,1,buffalo
23.04,986.41,32.27,0.46,2021-01-01 00:01:24,4,10,1,buffalo
23.04,986.42,32.22,-0.14,2021-01-01 00:01:25,4,10,1,buffalo
23.05,986.42,32.2,0.17,2021-01-01 00:01:25,4,10,1,buffalo
23.05,986.32,32.18,-0.13,2021-01-01 00:01:26,4,10,1,buffalo
23.05,986.4,32.17,-0.31,2021-01-01 00:01:26,4,10,1,buffalo
23.06,986.36,32.13,-0.41,2021-01-01 00:01:27,4,10,1,buffalo
23.05,986.35,32.13,0.9799999,2021-01-01 00:01:28,4,10,1,buffalo
23.05,986.32,32.11,0.65,2021-01-01 00:01:28,4,0,1,buffalo
23.06,986.28,32.1,0.69,2021-01-01 00:01:29,4,0,1,buffalo
23.07,986.23,32.09,0.19,2021-01-01 00:01:29,4,0,1,buffalo
23.06,986.09,32.06,-0.54,2021-01-01 00:01:30,4,0,1,buffalo
23.06,986.0,32.06,-0.84,2021-01-01 00:01:31,4,11,1,buffalo
23.06,986.03,32.1,-0.15,2021-01-01 00:01:31,4,11,1,buffalo
23.07,985.99,32.12,0.009999999,2021-01-01 00:01:32,4,11,1,buffalo
23.06,985.95,32.14,0.0,2021-01-01 00:01:33,4,11,1,buffalo
23.06,986.01,32.16,0.07,2021-01-01 00:01:33,4,11,1,buffalo
23.05,985.91,32.17,0.15,2021-01-01 00:01:34,4,11,1,buffalo
23.07,986.01,32.14,-0.09999999,2021-01-01 00:01:34,4,11,1,buffalo
23.08,985.97,32.13,0.03,2021-01-01 00:01:35,4,11,1,buffalo
23.06,985.95,32.13,0.05,2021-01-01 00:01:36,4,11,1,buffalo
23.07,985.99,32.1,0.02,2021-01-01 00:01:36,4,11,1,buffalo
23.07,985.99,32.1,0.18,2021-01-01 00:01:37,4,11,1,buffalo
23.08,985.97,32.09,-0.05,2021-01-01 00:01:37,4,11,1,buffalo
23.08,986.04,32.1,-0.03,2021-01-01 00:01:38,4,11,1,buffalo
23.08,985.97,32.11,0.05,2021-01-01 00:01:39,4,11,1,buffalo
23.09,985.96,32.1,0.09,2021-01-01 00:01:39,4,11,1,buffalo
23.08,985.95,32.09,0.009999999,2021-01-01 00:01:40,4,11,1,buffalo
23.07,985.99,32.06,0.07,2021-01-01 00:01:40,4,11,1,buffalo
23.07,985.99,31.98,0.17,2021-01-01 00:01:41,4,11,1,buffalo
23.09,985.99,32.08,-0.04,2021-01-01 00:01:42,4,11,1,buffalo
23.08,986.01,32.59,0.0,2021-01-01 00:01:42,4,11,1,buffalo
23.09,986.02,33.07,-0.08,2021-01-01 00:01:43,4,11,1,buffalo
23.1,985.98,33.29,0.02,2021-01-01 00:01:44,4,11,1,buffalo
23.09,986.0,33.26,0.07,2021-01-01 00:01:44,4,11,1,buffalo
23.1,985.92,33.21,0.0,2021-01-01 00:01:45,4,11,1,buffalo
23.09,985.99,33.16,0.14,2021-01-01 00:01:45,4,11,1,buffalo
23.1,985.98,33.08,-0.02,2021-01-01 00:01:46,4,11,1,buffalo
23.1,985.98,32.99,0.05,2021-01-01 00:01:47,4,11,1,buffalo
23.1,986.07,32.91,0.83,2021-01-01 00:01:47,4,0,1,buffalo
23.1,985.98,32.88,0.63,2021-01-01 00:01:48,4,0,1,buffalo
23.1,985.93,32.87,0.7,2021-01-01 00:01:48,4,0,1,buffalo
23.1,985.74,32.82,0.06,2021-01-01 00:01:49,4,0,1,buffalo
23.12,985.73,32.75,-0.67,2021-01-01 00:01:50,4,0,1,buffalo
23.1,985.62,32.69,-0.77,2021-01-01 00:01:50,4,12,1,buffalo
23.1,985.56,32.61,-0.53,2021-01-01 00:01:51,4,12,1,buffalo
23.1,985.63,32.58,-0.06,2021-01-01 00:01:52,4,12,1,buffalo
23.1,985.63,32.5,-0.04,2021-01-01 00:01:52,4,12,1,buffalo
23.1,985.57,32.39,0.03,2021-01-01 00:01:53,4,12,1,buffalo
23.11,985.62,32.35,0.009999999,2021-01-01 00:01:53,4,12,1,buffalo
23.11,985.59,32.33,0.07,2021-01-01 00:01:54,4,12,1,buffalo
23.11,985.62,32.31,0.13,2021-01-01 00:01:55,4,12,1,buffalo
23.12,985.63,32.29,0.08,2021-01-01 00:01:55,4,12,1,buffalo
23.12,985.6,32.27,0.02,2021-01-01 00:01:56,4,12,1,buffalo
23.12,985.62,32.26,0.15,2021-01-01 00:01:57,4,12,1,buffalo
23.12,985.63,32.26,-0.04,2021-01-01 00:01:57,4,12,1,buffalo
23.11,985.62,32.24,0.0,2021-01-01 00:01:58,4,12,1,buffalo
23.12,985.6,32.22,-0.009999999,2021-01-01 00:01:58,4,12,1,buffalo
23.12,985.57,32.23,0.02,2021-01-01 00:01:59,4,12,1,buffalo
23.13,985.61,32.25,0.17,2021-01-01 00:01:59,4,12,1,buffalo
23.13,985.56,32.24,0.06,2021-01-01 00:02:00,4,12,1,buffalo
23.13,985.64,32.29,0.08,2021-01-01 00:02:01,4,12,1,buffalo
23.13,985.56,32.3,0.009999999,2021-01-01 00:02:01,4,12,1,buffalo
23.13,985.59,32.3,0.03,2021-01-01 00:02:02,4,12,1,buffalo
23.14,985.66,32.24,0.0,2021-01-01 00:02:02,4,12,1,buffalo
23.14,985.61,32.08,0.2,2021-01-01 00:02:03,4,12,1,buffalo
23.13,985.62,32.0,-0.09,2021-01-01 00:02:04,4,12,1,buffalo
23.13,985.59,31.98,0.18,2021-01-01 00:02:04,4,12,1,buffalo
23.13,985.62,31.99,0.09999999,2021-01-01 00:02:05,4,12,1,buffalo
23.14,985.57,32.0,0.0,2021-01-01 00:02:05,4,12,1,buffalo
23.15,985.6,32.04,0.07,2021-01-01 00:02:06,4,12,1,buffalo
23.14,985.58,32.01,1.24,2021-01-01 00:02:07,4,12,1,buffalo
23.15,985.59,32.05,0.52,2021-01-01 00:02:07,4,12,1,buffalo
23.14,985.49,32.05,0.94,2021-01-01 00:02:08,4,0,1,buffalo
23.14,985.41,32.06,0.14,2021-01-01 00:02:08,4,0,1,buffalo
23.15,985.38,32.07,-0.51,2021-01-01 00:02:09,4,0,1,buffalo
23.15,985.29,32.07,-0.42,2021-01-01 00:02:10,4,0,1,buffalo
23.15,985.27,32.09,-0.6599999,2021-01-01 00:02:10,4,0,1,buffalo
23.14,985.22,32.06,-0.12,2021-01-01 00:02:11,4,13,1,buffalo
23.15,985.17,32.04,0.0,2021-01-01 00:02:11,4,13,1,buffalo
23.15,985.24,32.02,0.02,2021-01-01 00:02:12,4,13,1,buffalo
23.15,985.21,32.0,0.13,2021-01-01 00:02:13,4,13,1,buffalo
23.16,985.25,31.99,-0.09999999,2021-01-01 00:02:13,4,13,1,buffalo
23.16,985.2,31.97,-0.07,2021-01-01 00:02:14,4,13,1,buffalo
23.15,985.2,31.97,0.26,2021-01-01 00:02:14,4,13,1,buffalo
23.16,985.25,31.93,-0.04,2021-01-01 00:02:15,4,13,1,buffalo
23.16,985.23,31.92,-0.25,2021-01-01 00:02:16,4,13,1,buffalo
23.15,985.24,31.91,-0.08,2021-01-01 00:02:16,4,13,1,buffalo
23.16,985.25,31.8,0.08,2021-01-01 00:02:17,4,13,1,buffalo
23.18,985.28,31.69,0.03,2021-01-01 00:02:17,4,13,1,buffalo
23.18,985.2,31.59,0.41,2021-01-01 00:02:18,4,13,1,buffalo
23.18,985.19,31.55,0.51,2021-01-01 00:02:19,4,13,1,buffalo
23.17,985.21,31.48,0.09,2021-01-01 00:02:19,4,13,1,buffalo
23.17,985.21,31.4,-0.16,2021-01-01 00:02:20,4,13,1,buffalo
23.18,985.22,31.4,0.02,2021-01-01 00:02:20,4,13,1,buffalo
23.18,985.18,31.33,-0.09999999,2021-01-01 00:02:21,4,13,1,buffalo
23.18,985.19,31.29,-0.67,2021-01-01 00:02:22,4,13,1,buffalo
23.18,985.28,31.28,-0.16,2021-01-01 00:02:22,4,13,1,buffalo
23.18,985.22,31.08,0.31,2021-01-01 00:02:23,4,13,1,buffalo
23.17,985.23,30.96,-0.14,2021-01-01 00:02:24,4,13,1,buffalo
23.17,985.24,30.93,0.06,2021-01-01 00:02:24,4,13,1,buffalo
23.17,985.21,31.08,0.009999999,2021-01-01 00:02:25,4,13,1,buffalo
23.17,985.26,31.16,-0.03,2021-01-01 00:02:25,4,13,1,buffalo
23.18,985.29,31.19,0.05,2021-01-01 00:02:26,4,13,1,buffalo
23.17,985.23,31.18,-0.009999999,2021-01-01 00:02:27,4,13,1,buffalo
23.17,985.32,31.19,0.07,2021-01-01 00:02:27,4,13,1,buffalo
23.17,985.27,31.18,0.05,2021-01-01 00:02:28,4,13,1,buffalo
23.18,985.25,31.18,0.09999999,2021-01-01 00:02:28,4,13,1,buffalo
23.17,985.23,31.18,0.0,2021-01-01 00:02:29,4,13,1,buffalo
23.17,985.21,31.16,-0.05,2021-01-01 00:02:30,4,13,1,buffalo
23.17,985.19,31.12,0.07,2021-01-01 00:02:30,4,13,1,buffalo
23.17,985.18,31.11,0.02,2021-01-01 00:02:31,4,13,1,buffalo
23.16,985.25,31.09,0.04,2021-01-01 00:02:31,4,13,1,buffalo
23.17,985.24,31.07,0.07,2021-01-01 00:02:32,4,13,1,buffalo
23.18,985.17,31.01,0.18,2021-01-01 00:02:33,4,13,1,buffalo
23.17,985.24,31.0,0.02,2021-01-01 00:02:33,4,13,1,buffalo
23.17,985.26,30.95,0.05,2021-01-01 00:02:34,4,13,1,buffalo
23.17,985.21,30.93,-0.2,2021-01-01 00:02:34,4,13,1,buffalo
23.17,985.21,30.89,-0.07,2021-01-01 00:02:35,4,13,1,buffalo
23.17,985.21,30.88,0.25,2021-01-01 00:02:36,4,13,1,buffalo
23.18,985.22,30.84,-0.3,2021-01-01 00:02:36,4,13,1,buffalo
23.23,985.22,31.05,-0.87,2021-01-01 00:00:05,5,13,1,buffalo
23.18,985.29,30.97,-0.51,2021-01-01 00:00:06,5,13,1,buffalo
23.18,985.23,30.91,-0.93,2021-01-01 00:00:06,5,13,1,buffalo
23.18,985.26,30.78,-1.02,2021-01-01 00:00:07,5,13,1,buffalo
23.18,985.2,30.73,-0.4,2021-01-01 00:00:08,5,13,1,buffalo
23.19,985.33,30.69,-0.28,2021-01-01 00:00:08,5,13,1,buffalo
23.17,985.27,30.64,0.06,2021-01-01 00:00:09,5,13,1,buffalo
23.18,985.25,30.59,-0.31,2021-01-01 00:00:10,5,13,1,buffalo
23.18,985.26,30.57,-0.44,2021-01-01 00:00:10,5,13,1,buffalo
23.19,985.29,30.68,-0.74,2021-01-01 00:00:11,5,13,1,buffalo
23.18,985.26,30.79,-0.02,2021-01-01 00:00:11,5,13,1,buffalo
23.18,985.2,30.89,-0.6,2021-01-01 00:00:12,5,13,1,buffalo
23.19,985.27,30.92,-0.09,2021-01-01 00:00:13,5,13,1,buffalo
23.18,985.23,30.95,-0.79,2021-01-01 00:00:13,5,13,1,buffalo
23.18,985.26,31.01,0.35,2021-01-01 00:00:14,5,13,1,buffalo
23.2,985.31,31.1,-0.61,2021-01-01 00:00:14,5,13,1,buffalo
23.19,985.18,31.09,-0.6599999,2021-01-01 00:00:15,5,13,1,buffalo
23.19,985.27,31.1,0.12,2021-01-01 00:00:16,5,13,1,buffalo
23.19,985.22,31.18,-0.79,2021-01-01 00:00:16,5,13,1,buffalo
23.2,985.26,31.44,-0.53,2021-01-01 00:00:17,5,13,1,buffalo
23.2,985.2,31.66,-0.24,2021-01-01 00:00:18,5,13,1,buffalo
23.2,985.23,31.73,-0.22,2021-01-01 00:00:18,5,13,1,buffalo
23.21,985.22,31.74,-0.23,2021-01-01 00:00:19,5,13,1,buffalo
23.21,985.27,31.7,-0.49,2021-01-01 00:00:19,5,13,1,buffalo
23.2,985.23,31.64,-1.04,2021-01-01 00:00:20,5,13,1,buffalo
23.2,985.26,31.59,-1.37,2021-01-01 00:00:21,5,13,1,buffalo
23.22,985.31,31.56,-0.62,2021-01-01 00:00:21,5,0,1,buffalo
23.21,985.35,31.55,0.09999999,2021-01-01 00:00:22,5,0,1,buffalo
23.22,985.51,31.54,0.45,2021-01-01 00:00:22,5,0,1,buffalo
23.22,985.55,31.5,0.3,2021-01-01 00:00:23,5,0,1,buffalo
23.22,985.58,31.58,0.18,2021-01-01 00:00:24,5,12,1,buffalo
23.22,985.53,31.63,-0.56,2021-01-01 00:00:24,5,12,1,buffalo
23.22,985.55,31.64,0.06,2021-01-01 00:00:25,5,12,1,buffalo
23.22,985.62,31.73,-0.49,2021-01-01 00:00:25,5,12,1,buffalo
23.23,985.6,31.81,0.09,2021-01-01 00:00:26,5,12,1,buffalo
23.23,985.55,31.87,-0.54,2021-01-01 00:00:27,5,12,1,buffalo
23.23,985.65,31.86,-0.81,2021-01-01 00:00:27,5,12,1,buffalo
23.23,985.6,31.83,-0.6,2021-01-01 00:00:28,5,12,1,buffalo
23.22,985.59,31.83,-0.36,2021-01-01 00:00:28,5,12,1,buffalo
23.24,985.59,31.8,-0.43,2021-01-01 00:00:29,5,12,1,buffalo
23.24,985.59,31.7,-0.21,2021-01-01 00:00:30,5,12,1,buffalo
23.23,985.58,31.64,-0.35,2021-01-01 00:00:30,5,12,1,buffalo
23.23,985.63,31.63,-0.16,2021-01-01 00:00:31,5,12,1,buffalo
23.24,985.57,31.61,-0.34,2021-01-01 00:00:31,5,12,1,buffalo
23.25,985.63,31.55,-0.4,2021-01-01 00:00:32,5,12,1,buffalo
23.25,985.64,31.53,-0.23,2021-01-01 00:00:33,5,12,1,buffalo
23.24,985.59,31.53,-0.32,2021-01-01 00:00:33,5,12,1,buffalo
23.24,985.59,31.6,-0.34,2021-01-01 00:00:34,5,12,1,buffalo
23.24,985.59,31.7,-0.52,2021-01-01 00:00:34,5,12,1,buffalo
23.25,985.63,31.71,0.04,2021-01-01 00:00:35,5,12,1,buffalo
23.25,985.63,31.8,-0.26,2021-01-01 00:00:36,5,12,1,buffalo
23.25,985.64,32.11,-0.37,2021-01-01 00:00:36,5,12,1,buffalo
23.26,985.59,32.21,-0.55,2021-01-01 00:00:37,5,12,1,buffalo
23.26,985.56,32.25,-0.25,2021-01-01 00:00:37,5,12,1,buffalo
23.25,985.61,32.19,-0.6,2021-01-01 00:00:38,5,12,1,buffalo
23.26,985.62,32.15,-0.37,2021-01-01 00:00:39,5,12,1,buffalo
23.26,985.63,32.13,-0.31,2021-01-01 00:00:39,5,12,1,buffalo
23.26,985.56,32.11,-0.48,2021-01-01 00:00:40,5,12,1,buffalo
23.26,985.54,32.11,-0.24,2021-01-01 00:00:40,5,12,1,buffalo
23.26,985.6,32.11,-0.36,2021-01-01 00:00:41,5,12,1,buffalo
23.27,985.58,32.11,-0.3,2021-01-01 00:00:42,5,12,1,buffalo
23.27,985.5,32.1,-0.4,2021-01-01 00:00:42,5,12,1,buffalo
23.28,985.57,32.07,-0.27,2021-01-01 00:00:43,5,12,1,buffalo
23.27,985.55,32.05,-0.92,2021-01-01 00:00:43,5,12,1,buffalo
23.27,985.64,32.04,-1.32,2021-01-01 00:00:44,5,12,1,buffalo
23.28,985.62,32.04,-1.17,2021-01-01 00:00:45,5,12,1,buffalo
23.28,985.66,32.06,-0.97,2021-01-01 00:00:45,5,0,1,buffalo
23.27,985.81,32.02,-0.63,2021-01-01 00:00:46,5,0,1,buffalo
23.28,985.9,32.0,-0.18,2021-01-01 00:00:46,5,0,1,buffalo
23.28,986.06,31.91,0.13,2021-01-01 00:00:47,5,0,1,buffalo
23.28,986.18,31.86,0.62,2021-01-01 00:00:48,5,0,1,buffalo
23.28,986.31,31.82,0.35,2021-01-01 00:00:48,5,0,1,buffalo
23.29,986.31,31.81,0.0,2021-01-01 00:00:49,5,10,1,buffalo
23.27,986.31,31.8,-0.24,2021-01-01 00:00:50,5,10,1,buffalo
23.27,986.28,31.79,-0.37,2021-01-01 00:00:50,5,10,1,buffalo
23.29,986.33,31.8,-0.35,2021-01-01 00:00:51,5,10,1,buffalo
23.29,986.34,31.78,-0.24,2021-01-01 00:00:51,5,10,1,buffalo
23.29,986.34,31.81,-0.4,2021-01-01 00:00:52,5,10,1,buffalo
23.28,986.37,31.83,-0.26,2021-01-01 00:00:53,5,10,1,buffalo
23.29,986.36,31.83,-0.25,2021-01-01 00:00:53,5,10,1,buffalo
23.29,986.36,31.71,-0.37,2021-01-01 00:00:54,5,10,1,buffalo
23.29,986.36,31.66,-0.33,2021-01-01 00:00:54,5,10,1,buffalo
23.29,986.36,31.64,-0.29,2021-01-01 00:00:55,5,10,1,buffalo
23.29,986.42,31.62,-0.44,2021-01-01 00:00:56,5,10,1,buffalo
23.29,986.45,31.58,-0.25,2021-01-01 00:00:56,5,10,1,buffalo
23.3,986.43,31.58,-0.41,2021-01-01 00:00:57,5,10,1,buffalo
23.3,986.35,31.51,-0.35,2021-01-01 00:00:57,5,10,1,buffalo
23.31,986.44,31.47,-0.32,2021-01-01 00:00:58,5,10,1,buffalo
23.3,986.38,31.49,-0.41,2021-01-01 00:00:59,5,10,1,buffalo
23.3,986.3,31.52,-0.28,2021-01-01 00:00:59,5,10,1,buffalo
23.31,986.39,31.53,-0.34,2021-01-01 00:01:00,5,10,1,buffalo
23.31,986.37,31.58,-0.35,2021-01-01 00:01:01,5,10,1,buffalo
23.32,986.41,31.61,-0.26,2021-01-01 00:01:01,5,10,1,buffalo
23.31,986.44,31.62,-0.58,2021-01-01 00:01:02,5,10,1,buffalo
23.31,986.31,31.65,-0.2,2021-01-01 00:01:02,5,10,1,buffalo
23.32,986.35,31.66,-0.35,2021-01-01 00:01:03,5,10,1,buffalo
23.31,986.37,31.67,-0.38,2021-01-01 00:01:04,5,10,1,buffalo
23.31,986.4,31.67,-0.41,2021-01-01 00:01:04,5,10,1,buffalo
23.31,986.37,31.67,-0.36,2021-01-01 00:01:05,5,10,1,buffalo
23.32,986.41,31.68,-0.3,2021-01-01 00:01:05,5,10,1,buffalo
23.32,986.33,31.77,-1.05,2021-01-01 00:01:06,5,10,1,buffalo
23.32,986.41,31.91,-1.03,2021-01-01 00:01:07,5,10,1,buffalo
23.32,986.49,32.06,-0.9799999,2021-01-01 00:01:07,5,0,1,buffalo
23.32,986.66,32.01,-0.89,2021-01-01 00:01:08,5,0,1,buffalo
23.31,986.62,31.93,-0.9799999,2021-01-01 00:01:08,5,0,1,buffalo
23.32,986.9,31.86,-0.46,2021-01-01 00:01:09,5,0,1,buffalo
23.32,987.05,31.82,0.0,2021-01-01 00:01:10,5,0,1,buffalo
23.32,987.18,31.81,0.13,2021-01-01 00:01:10,5,0,1,buffalo
23.32,987.29,31.75,0.31,2021-01-01 00:01:11,5,0,1,buffalo
23.33,987.44,31.69,0.54,2021-01-01 00:01:12,5,0,1,buffalo
23.32,987.46,31.66,0.21,2021-01-01 00:01:12,5,7,1,buffalo
23.32,987.46,31.62,0.07,2021-01-01 00:01:13,5,7,1,buffalo
23.33,987.47,31.61,-0.33,2021-01-01 00:01:13,5,7,1,buffalo
23.32,987.46,31.57,-0.17,2021-01-01 00:01:14,5,7,1,buffalo
23.33,987.51,31.54,-0.31,2021-01-01 00:01:15,5,7,1,buffalo
23.35,987.54,31.51,-0.39,2021-01-01 00:01:15,5,7,1,buffalo
23.33,987.51,31.49,-0.14,2021-01-01 00:01:16,5,7,1,buffalo
23.33,987.53,31.48,-0.59,2021-01-01 00:01:16,5,7,1,buffalo
23.34,987.51,31.49,-0.16,2021-01-01 00:01:17,5,7,1,buffalo
23.35,987.54,31.47,-0.09999999,2021-01-01 00:01:18,5,7,1,buffalo
23.34,987.49,31.47,-0.46,2021-01-01 00:01:18,5,7,1,buffalo
23.35,987.5,31.51,-0.31,2021-01-01 00:01:19,5,7,1,buffalo
